preference_key,movie_title,star_cast,rating,year,place,vote,link
2,Contra lo imposible,"James Mangold (dir.), Matt Damon, Christian Bale",8.047176438094843,2019,210,,/title/tt1950186/
3,Rocky,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.046306524805841,1976,211,,/title/tt0075148/
4,Pelotón,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.046091829367253,1986,212,,/title/tt0091763/
1,Todo en Todas Partes al Mismo Tiempo,"Dan Kwan (dir.), Michelle Yeoh, Stephanie Hsu",8.042189356567718,2022,213,,/title/tt6710474/
2,La canción del camino,"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee",8.041302867846696,1955,214,,/title/tt0048473/
3,Cuenta conmigo,"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.040435138097191,1986,215,,/title/tt0092005/
4,Terminator,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.040145435021154,1984,216,,/title/tt0088247/
1,En primera plana,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.039913106099451,2015,217,,/title/tt1895587/
2,Rush: Pasión y gloria,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.037816490276827,2013,218,,/title/tt1979320/
3,Logan: Wolverine,"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.03757038700299,2017,219,,/title/tt3315342/
4,Ratatouille,"Brad Bird (dir.), Brad Garrett, Lou Romano",8.036893737999444,2007,220,,/title/tt0382932/
1,Poder que mata,"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.036513821555582,1976,221,,/title/tt0074958/
2,Camino salvaje,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.035006558513704,2007,222,,/title/tt0758758/
3,El mago de Oz,"Victor Fleming (dir.), Judy Garland, Frank Morgan",8.032645920702706,1939,223,,/title/tt0032138/
4,Antes del atardecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.03059105268838,2004,224,,/title/tt0381681/
1,Hechizo del tiempo,"Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.029509044711007,1993,225,,/title/tt0107048/
2,El exorcista,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow",8.026959048859531,1973,226,,/title/tt0070047/
3,Los mejores años de nuestras vidas,"William Wyler (dir.), Myrna Loy, Dana Andrews",8.025556871505492,1946,227,,/title/tt0036868/
4,Ser o no ser,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.025384066480187,1942,228,,/title/tt0035446/
1,Jai Bhim,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose",8.025085051802984,2021,229,,/title/tt15097216/
2,Los increíbles,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson",8.025054703677387,2004,230,,/title/tt0317705/
3,La batalla de Argel,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.02423924244108,1966,231,,/title/tt0058946/
4,Siempre a tu lado,"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.022178173985276,2009,232,,/title/tt1028532/
1,Las viñas de la ira,"John Ford (dir.), Henry Fonda, Jane Darwell",8.021616626494392,1940,233,,/title/tt0032551/
2,"Rebeca, una mujer inolvidable","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.021324672856515,1940,234,,/title/tt0032976/
3,Amores perros,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.021266635115737,2000,235,,/title/tt0245712/
4,Babam ve Oglum,"Cagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan",8.021174297632827,2005,236,,/title/tt0476735/
1,Piratas del Caribe - La maldición del Perla Negra,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",8.020904572165625,2003,237,,/title/tt0325980/
2,La haine,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.020463669433505,1995,238,,/title/tt0113247/
3,La leyenda del indomable,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.020190164097675,1967,239,,/title/tt0061512/
4,Los 400 golpes,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.016477940583968,1959,240,,/title/tt0053198/
1,Persona,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.01555644389882,1966,241,,/title/tt0060827/
2,Sucedió una noche,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.013512942680595,1934,242,,/title/tt0025316/
3,The Handmaiden,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",8.013270563926005,2016,243,,/title/tt4016934/
4,La vida de Brian,"Terry Jones (dir.), Graham Chapman, John Cleese",8.012753498789737,1979,244,,/title/tt0079470/
1,La novicia rebelde,"Robert Wise (dir.), Julie Andrews, Christopher Plummer",8.012511239387882,1965,245,,/title/tt0059742/
2,Dersu Uzala,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.009271951096608,1975,246,,/title/tt0071411/
3,Historias cruzadas,"Tate Taylor (dir.), Viola Davis, Emma Stone",8.005176239020146,2011,247,,/title/tt1454029/
4,Gandhi,"Richard Attenborough (dir.), Ben Kingsley, John Gielgud",8.005153702303748,1982,248,,/title/tt0083987/
1,Aladdín,"Ron Clements (dir.), Scott Weinger, Robin Williams",8.004867576096776,1992,249,,/title/tt0103639/
2,El gigante de hierro,"Brad Bird (dir.), Eli Marienthal, Harry Connick Jr.",8.003702791233026,1999,250,,/title/tt0129167/
